filename,extension,mime_type,related_to_sdaia_quebook,quebook_question_id,classification,title,document_number,keywords,bytes
0627_unrelated_q104_Facilities_Maintenance_Schedule.pdf,pdf,application/pdf,False,,Internal,Facilities Maintenance Schedule,FCT-2026-B36AC9,lighting upgrade; elevator inspection; HVAC filter; parking lot paint,4058
0628_related_q004_Cryptographic_Key_Custody_Log.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-102941,private key; cryptographic key; secret key; RSA; ECC; PKI; TLS certificate; VPN key,30329
0629_unrelated_q106_Library_Acquisition_List.html,html,text/html,False,,Public,Library Acquisition List,FCT-2026-46AAAB,interlibrary loan; fiction collection; cataloguing; reading club,2394
0630_related_q008_Diplomatic_Negotiation_Status_Memo.rtf,rtf,application/rtf,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-31726A,diplomatic note; classified negotiation; strategic partnership; treaty; foreign ministry; bilateral agreement; consulate; MOU,2288
0631_related_q007_Counter-Terrorism_Threat_Digest.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-A5FD62,VBIED; suicide attack; Al-Qaeda; Daesh; attack plan; IED; terrorism; radicalization,7151
0632_unrelated_q110_Volunteer_Greening_Day_Plan.xml,xml,text/xml,False,,Public,Volunteer Greening Day Plan,FCT-2026-160FC5,community garden; irrigation hose; tree planting; recycling bins,1714
0633_related_q010_Strategic_Resource_Outlook.log,log,text/log,True,10,Secret,Strategic Resource Outlook,FCT-2026-AA4F2C,natural gas; commodity price; Brent; petroleum exports; mining; resource depletion; production quota; crude oil,1922
0634_related_q014_Strategic_Warehouse_and_Logistics_Reserv.tsv,tsv,text/tab-separated-values,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-34B451,logistics center; emergency stockpile; inventory reserve; supply depot; warehouse; strategic reserve; storage facility; fuel depot,654
0635_related_q011_International_Commercial_Partnership_Sum.svg,svg,image/svg+xml,True,11,Secret,International Commercial Partnership Summary,FCT-2026-B338F2,strategic supplier; joint venture; strategic partnership; commercial agreement; technology transfer; sovereign investment; investment agreement; foreign investment,823
0636_unrelated_q104_Facilities_Maintenance_Schedule.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Internal,Facilities Maintenance Schedule,FCT-2026-B015E2,parking lot paint; HVAC filter; lighting upgrade; elevator inspection,37704
0637_related_q011_International_Commercial_Partnership_Sum.md,md,text/markdown,True,11,Secret,International Commercial Partnership Summary,FCT-2026-8A6C15,strategic supplier; foreign investment; strategic partnership; technology transfer; sovereign investment; commercial agreement; investment agreement; joint venture,2812
0638_related_q009_Labor_Market_Stability_Brief.mht,mht,multipart/related,True,9,Secret,Labor Market Stability Brief,FCT-2026-71D763,Nitaqat; workforce reduction; unemployment; wage reduction; employment crisis; labor shortage; mass layoff; Saudization,2709
0639_related_q005_Critical_Infrastructure_Resilience_Bulle.csv,csv,text/csv,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-72B038,airport shutdown; gas plant; telecommunications outage; pipeline; critical infrastructure; refinery; oil production; water treatment,1005
0640_related_q005_Critical_Infrastructure_Resilience_Bulle.json,json,application/json,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-D408D4,water treatment; gas plant; oil production; airport shutdown; ICS; seaport; SCADA; telecommunications outage,2500
0641_related_q007_Counter-Terrorism_Threat_Digest.txt,txt,text/plain,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-6D2042,ISIS; bomb; radicalization; terrorist; terrorism; IED; violent extremism; extremist,2458
0642_related_q012_Export_Continuity_Advisory.zip,zip,application/zip,True,12,Secret,Export Continuity Advisory,FCT-2026-7A17A1,sanctions; shipping disruption; customs restriction; trade barrier; trade embargo; export decline; export restriction; port closure,1358
0643_related_q010_Strategic_Resource_Outlook.eml,eml,message/rfc822,True,10,Secret,Strategic Resource Outlook,FCT-2026-196C16,oil reserve; Brent; resource depletion; OPEC; natural gas; mining; production quota; petroleum exports,2809
0644_related_q006_National_Reputation_Risk_Watchlist.pdf,pdf,application/pdf,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-F1D69A,money laundering; international criticism; corruption; bribery; diplomatic crisis; media exposure; scandal; human rights violation,4376
0645_unrelated_q108_Procurement_Stationery_Order.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Internal,Procurement Stationery Order,FCT-2026-6B39DC,sticky notes; notebooks; toner cartridge; whiteboard markers,30212
0646_related_q003_Emergency_Continuity_and_Engagement_Proc.html,html,text/html,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-EC47A3,rules of engagement; war plan; battle plan; emergency response; military doctrine; continuity of government; command structure; defense strategy,3131
0647_related_q003_Emergency_Continuity_and_Engagement_Proc.rtf,rtf,application/rtf,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-00F7FE,war plan; mobilization plan; contingency plan; continuity of government; emergency response; command structure; rules of engagement; battle plan,2323
0648_related_q014_Strategic_Warehouse_and_Logistics_Reserv.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-BD2FE9,supply depot; logistics center; strategic reserve; storage facility; inventory reserve; warehouse; fuel depot; emergency stockpile,7190
0649_unrelated_q102_IT_Helpdesk_Ticket_Summary.xml,xml,text/xml,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-A18F0C,VPN latency; printer jam; password reset; laptop docking,1709
0650_related_q014_Strategic_Warehouse_and_Logistics_Reserv.log,log,text/log,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-6971D7,supply depot; emergency stockpile; warehouse; logistics center; fuel depot; strategic reserve; storage facility; inventory reserve,1967
0651_unrelated_q103_Employee_Wellness_Newsletter.tsv,tsv,text/tab-separated-values,False,,Public,Employee Wellness Newsletter,FCT-2026-70EC38,yoga session; step challenge; ergonomic chair; hydration tips,530
0652_related_q012_Export_Continuity_Advisory.svg,svg,image/svg+xml,True,12,Secret,Export Continuity Advisory,FCT-2026-3AE511,export restriction; port closure; trade barrier; customs restriction; export decline; trade embargo; shipping disruption; sanctions,783
0653_unrelated_q102_IT_Helpdesk_Ticket_Summary.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-922133,laptop docking; password reset; printer jam; VPN latency,37712
0654_unrelated_q106_Library_Acquisition_List.md,md,text/markdown,False,,Public,Library Acquisition List,FCT-2026-DFEB7B,cataloguing; interlibrary loan; fiction collection; reading club,2016
0655_unrelated_q106_Library_Acquisition_List.mht,mht,multipart/related,False,,Public,Library Acquisition List,FCT-2026-35D0BB,cataloguing; fiction collection; reading club; interlibrary loan,2072
0656_related_q007_Counter-Terrorism_Threat_Digest.csv,csv,text/csv,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-052C9A,attack plan; IED; terrorism; Daesh; extremist; Al-Qaeda; radicalization; VBIED,901
0657_unrelated_q106_Library_Acquisition_List.json,json,application/json,False,,Public,Library Acquisition List,FCT-2026-F74166,reading club; cataloguing; interlibrary loan; fiction collection,2022
0658_related_q011_International_Commercial_Partnership_Sum.txt,txt,text/plain,True,11,Secret,International Commercial Partnership Summary,FCT-2026-209095,strategic partnership; sovereign investment; commercial agreement; joint venture; foreign investment; strategic supplier; technology transfer; investment agreement,2711
0659_related_q003_Emergency_Continuity_and_Engagement_Proc.zip,zip,application/zip,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-FD7F5C,continuity of government; emergency response; defense strategy; military doctrine; rules of engagement; contingency plan; war plan; mobilization plan,1412
0660_related_q014_Strategic_Warehouse_and_Logistics_Reserv.eml,eml,message/rfc822,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-39C667,logistics center; fuel depot; storage facility; supply depot; warehouse; emergency stockpile; strategic reserve; inventory reserve,2952
0661_unrelated_q101_Office_Cafeteria_Weekly_Menu.pdf,pdf,application/pdf,False,,Public,Office Cafeteria Weekly Menu,FCT-2026-FAF583,dessert bar; vegetarian option; coffee station; lunch special,4045
0662_unrelated_q105_Marketing_Campaign_Retro.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Internal,Marketing Campaign Retro,FCT-2026-92A3DE,social media post; newsletter open rate; click-through rate; brand awareness,30237
0663_unrelated_q108_Procurement_Stationery_Order.html,html,text/html,False,,Internal,Procurement Stationery Order,FCT-2026-EAA97A,notebooks; toner cartridge; whiteboard markers; sticky notes,2388
0664_related_q002_Force_and_VIP_Movement_Coordination_Note.rtf,rtf,application/rtf,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-0CF393,operational route; military exercise; VIP movement; escort; motorcade; Royal Guard; troop movement; deployment,2229
0665_related_q008_Diplomatic_Negotiation_Status_Memo.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-590BAE,consulate; embassy; MOU; treaty; strategic partnership; bilateral agreement; diplomatic cable; classified negotiation,7185
0666_related_q011_International_Commercial_Partnership_Sum.xml,xml,text/xml,True,11,Secret,International Commercial Partnership Summary,FCT-2026-F86B4F,strategic supplier; investment agreement; foreign investment; commercial agreement; sovereign investment; joint venture; strategic partnership; technology transfer,2230
0667_unrelated_q102_IT_Helpdesk_Ticket_Summary.log,log,text/log,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-1BD3F6,laptop docking; password reset; VPN latency; printer jam,1416
0668_related_q010_Strategic_Resource_Outlook.tsv,tsv,text/tab-separated-values,True,10,Secret,Strategic Resource Outlook,FCT-2026-8FB78B,Brent; crude oil; petroleum exports; oil reserve; production quota; OPEC; mining; resource depletion,586
0669_unrelated_q106_Library_Acquisition_List.svg,svg,image/svg+xml,False,,Public,Library Acquisition List,FCT-2026-8D28F1,fiction collection; reading club; interlibrary loan; cataloguing,711
0670_unrelated_q102_IT_Helpdesk_Ticket_Summary.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-E054FD,VPN latency; printer jam; password reset; laptop docking,37720
0671_unrelated_q104_Facilities_Maintenance_Schedule.md,md,text/markdown,False,,Internal,Facilities Maintenance Schedule,FCT-2026-5CB5FD,HVAC filter; parking lot paint; lighting upgrade; elevator inspection,2026
0672_unrelated_q104_Facilities_Maintenance_Schedule.mht,mht,multipart/related,False,,Internal,Facilities Maintenance Schedule,FCT-2026-BD2286,parking lot paint; lighting upgrade; HVAC filter; elevator inspection,2116
0673_related_q003_Emergency_Continuity_and_Engagement_Proc.csv,csv,text/csv,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-D6F215,command structure; mobilization plan; war plan; battle plan; contingency plan; defense strategy; emergency response; evacuation plan,977
0674_related_q004_Cryptographic_Key_Custody_Log.json,json,application/json,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-3426B1,RSA; private key; certificate authority; PKI; root certificate; cryptographic key; ECC; TLS certificate,2467
0675_related_q009_Labor_Market_Stability_Brief.txt,txt,text/plain,True,9,Secret,Labor Market Stability Brief,FCT-2026-AFF7F3,workforce reduction; wage reduction; mass layoff; unemployment; Nitaqat; Saudization; labor shortage; employment crisis,2539
0676_related_q001_Restricted_Defense_Asset_Inventory_Brief.zip,zip,application/zip,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-950E61,weapons cache; drone; fighter aircraft; explosives; Royal Saudi Air Force; armory; ballistic missile; military base,1393
0677_related_q014_Strategic_Warehouse_and_Logistics_Reserv.eml,eml,message/rfc822,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-A73185,logistics center; inventory reserve; fuel depot; warehouse; supply depot; storage facility; strategic reserve; emergency stockpile,2966
0678_unrelated_q104_Facilities_Maintenance_Schedule.pdf,pdf,application/pdf,False,,Internal,Facilities Maintenance Schedule,FCT-2026-E49CD9,elevator inspection; parking lot paint; lighting upgrade; HVAC filter,4104
0679_related_q006_National_Reputation_Risk_Watchlist.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-649838,bribery; international criticism; diplomatic crisis; human rights violation; corruption; scandal; censorship; money laundering,30369
0680_related_q014_Strategic_Warehouse_and_Logistics_Reserv.html,html,text/html,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-B6FEFE,supply depot; inventory reserve; logistics center; fuel depot; emergency stockpile; strategic reserve; warehouse; storage facility,3138
0681_related_q008_Diplomatic_Negotiation_Status_Memo.rtf,rtf,application/rtf,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-9333A2,foreign ministry; treaty; consulate; strategic partnership; diplomatic cable; diplomatic note; MOU; embassy,2212
